survey,siteID,phase,area,sub_phase,palatial,siteUID,surUID,cat_area,centroid_x,centroid_y,rarea,radius,density,catch_area,catch_radius,,,
VRO,IM5,EMIII-MMIA,7687.35,EMII-III,prepal,54,VIM5,6000,656632,3889654,6000,43.702,60,36,338.5137501,,,
VRO,IM5,MMIB-II,7687.35,MMI-II,proto,161,VIM5,6000,656632,3889654,6000,43.702,60,36,338.5137501,,,
VRO,IM5,FN,7687.35,FN-EMIIA,prepal,22,VIM5,6000,656632,3889654,6000,43.702,60,36,338.5137501,,,
VRO,IM5,EMI-II,7687.35,FN-EMI/IIA,prepal,60,VIM5,6000,656632,3889650,6000,43.702,60,36,338.5137501,,,
VRO,IM6,EMI-II,1073.88,EMII-III,prepal,91,VIM6,100,657311,3890420,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM6,EMIII-MMIA,1073.88,EMII-III,prepal,55,VIM6,100,657311,3890422,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM6,MMIB-II,1073.88,MMI-II,proto,162,VIM6,100,657311,3890422,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM7,FN,2806.74,FN-EMIIA,prepal,23,VIM7,1100,656989,3890204,1100,18.712,5.5,3.3,102.4901275,,,
VRO,IM7,EMI-II,2806.74,FN-EMI/IIA,prepal,61,VIM7,1100,656989,3890200,1100,18.712,5.5,3.3,102.4901275,,,
VRO,IM7,EMIII-MMIA,2806.74,EMII-III,prepal,56,VIM7,1100,656989,3890204,1100,18.712,5.5,3.3,102.4901275,,,
VRO,IM8,EMI-II,1770.64,EMII-III,prepal,92,VIM8,1500,657095,3890010,1500,21.851,7.5,4.5,119.6826841,,,
VRO,IM8,EMIII-MMIA,1770.64,EMII-III,prepal,57,VIM8,1500,657095,3890013,1500,21.851,7.5,4.5,119.6826841,,,
VRO,IM8,MMIB-II,1770.64,MMI-II,proto,163,VIM8,1500,657095,3890013,1500,21.851,7.5,4.5,119.6826841,,,
VRO,IM9,EMI-II,5224.38,EMII-III,prepal,93,VIM9,6000,656923,3889690,6000,43.702,60,36,338.5137501,,,
VRO,IM9,EMIII-MMIA,5224.38,EMII-III,prepal,58,VIM9,6000,656923,3889685,6000,43.702,60,36,338.5137501,,,
VRO,IM9,MMIB-II,5224.38,MMI-II,proto,164,VIM9,6000,656923,3889685,6000,43.702,60,36,338.5137501,,,
VRO,IM9,MMIII-LMI,5224.38,MMIII-LMIB,neo,134,VIM9,6000,656923,3889685,6000,43.702,60,36,338.5137501,,,
VRO,IS1,MMIII-LMI,7231.48,MMIII-LMIB,neo,136,VIS1,8000,658471,3888013,8000,50.463,80,48,390.8820095,,,
VRO,IS1,LMIIIA-IIIB,7231.48,LMIIIA-IIIB,postpal,31,VIS1,8000,658471,3888013,8000,50.463,80,48,390.8820095,,,
VRO,IS1,MMIB-II,7231.48,MMI-II,proto,170,VIS1,9600,658471,3888013,9600,55.279,96,57.6,428.1897879,,,
VRO,IS2,EMIII-MMIA,9039,EMII-III,prepal,61,VIS2,10000,657763,3887686,10000,56.419,100,60,437.0193722,,,
VRO,IS2,MMIB-II,9039,MMI-II,proto,171,VIS2,10000,657763,3887686,10000,56.419,100,60,437.0193722,,,
VRO,IS2,FN,9039,FN-EMIIA,prepal,25,VIS2,10000,657763,3887686,10000,56.419,100,60,437.0193722,,,
VRO,IS2,EMI-II,9039,FN-EMI/IIA,prepal,63,VIS2,10000,657763,3887690,10000,56.419,100,60,437.0193722,,,
VRO,IS3,HEL-RMN,8674.49,ROMAN,greco-rmn,86,VIS3,15000,657537,3887538,15000,69.099,150,90,535.2372348,,,
VRO,KA1/3,LMIIIA-IIIB,16992.1,LMIIIA-IIIB,postpal,32,VKA1/3,100,657272,3887463,100,5.642,0.5,0.3,30.90193616,,,
VRO,KA1/3,LMIIIC-GEO,16992.1,LMIIIC-GEO,sub-min,39,VKA1/3,100,657272,3887463,100,5.642,0.5,0.3,30.90193616,,,
VRO,KA1/3,MMIII-LMI,16992.1,MMIII-LMIB,neo,137,VKA1/3,2500,657272,3887463,2500,28.209,25,15,218.5096861,,,
VRO,KA1/3,ORIENT-ARCH,16992.1,ORIENT-ARCH,greek,15,VKA1/3,2500,657272,3887463,2500,28.209,25,15,218.5096861,,,
VRO,KA1/3,EMI-II,16992.1,EMII-III,prepal,95,VKA1/3,25000,657272,3887460,25000,89.206,375,225,846.2843753,,,
VRO,KA1/3,EMIII-MMIA,16992.1,EMII-III,prepal,62,VKA1/3,25000,657272,3887463,25000,89.206,375,225,846.2843753,,,
VRO,KA1/3,MMIB-II,16992.1,MMI-II,proto,172,VKA1/3,25000,657272,3887463,25000,89.206,375,225,846.2843753,,,
VRO,KA2,EMI-II,8615.33,EMII-III,prepal,96,VKA2,7000,657438,3887220,7000,47.203,70,42,365.6366396,,,
VRO,KA2,EMIII-MMIA,8615.33,EMII-III,prepal,63,VKA2,7000,657438,3887216,7000,47.203,70,42,365.6366396,,,
VRO,KA2,MMIB-II,8615.33,MMI-II,proto,173,VKA2,7000,657438,3887216,7000,47.203,70,42,365.6366396,,,
VRO,KK1,EMIII-MMIA,14056.5,EMII-III,prepal,64,VKK1,100,656088,3886620,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK1,EMI-II,14056.5,EMII-III,prepal,97,VKK1,100,656088,3886620,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK1,MMIB-II,14056.5,MMI-II,proto,174,VKK1,12000,656088,3886620,12000,61.804,120,72,478.7307365,,,
VRO,KK1,MMIII-LMI,14056.5,MMIII-LMIB,neo,138,VKK1,12000,656088,3886620,12000,61.804,120,72,478.7307365,,,
VRO,KK1,ORIENT-ARCH,14056.5,ORIENT-ARCH,greek,16,VKK1,12000,656088,3886620,12000,61.804,120,72,478.7307365,,,
VRO,KK1,HEL-RMN,14056.5,ROMAN,greco-rmn,87,VKK1,12000,656088,3886620,12000,61.804,120,72,478.7307365,,,
VRO,KK10,HEL-RMN,1782.87,ROMAN,greco-rmn,89,VKK10,400,655222,3886297,400,11.284,2,1.2,61.80387232,,,
VRO,KK2,LMIIIC-GEO,6225.82,LMIIIC-GEO,sub-min,40,VKK2,8000,655652,3886416,8000,50.463,80,48,390.8820095,,,
VRO,KK3,HEL-RMN,7619.78,ROMAN,greco-rmn,88,VKK3,8500,656779,3887092,8500,52.016,85,51,402.9119531,,,
VRO,KK5,EMI-II,2314.54,EMII-III,prepal,98,VKK5,100,655925,3886350,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK5,EMIII-MMIA,2314.54,EMII-III,prepal,65,VKK5,100,655925,3886349,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK5,MMIB-II,2314.54,MMI-II,proto,175,VKK5,3000,655925,3886349,3000,30.902,30,18,239.3653682,,,
VRO,KK5,MMIII-LMI,2314.54,MMIII-LMIB,neo,139,VKK5,3000,655925,3886349,3000,30.902,30,18,239.3653682,,,
VRO,KK5,LMIIIA-IIIB,2314.54,LMIIIA-IIIB,postpal,33,VKK5,3000,655925,3886349,3000,30.902,30,18,239.3653682,,,
VRO,KK6,EMIII-MMIA,7892.22,EMII-III,prepal,66,VKK6,100,656691,3886544,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK6,MMIB-II,7892.22,MMI-II,proto,176,VKK6,100,656691,3886544,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK6,MMIII-LMI,7892.22,MMIII-LMIB,neo,140,VKK6,100,656691,3886544,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK6,LMIIIA-IIIB,7892.22,LMIIIA-IIIB,postpal,34,VKK6,100,656691,3886544,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK6,LMIIIC-GEO,7892.22,LMIIIC-GEO,sub-min,41,VKK6,100,656691,3886544,100,5.642,0.5,0.3,30.90193616,,,
VRO,KK6,FN,7892.22,FN-EMIIA,prepal,26,VKK6,15000,656691,3886544,15000,69.099,150,90,535.2372348,,,
VRO,KK6,EMI-II,7892.22,FN-EMI/IIA,prepal,64,VKK6,15000,656691,3886540,15000,69.099,150,90,535.2372348,,,
VRO,KK7,MMIB-II,2487.19,MMI-II,proto,177,VKK7,300,657362,3886439,300,9.772,1.5,0.9,53.52372348,,,
VRO,KK7,MMIII-LMI,2487.19,MMIII-LMIB,neo,141,VKK7,300,657362,3886439,300,9.772,1.5,0.9,53.52372348,,,
VRO,KL1,HEL-RMN,2037.41,ROMAN,greco-rmn,90,VKL1,2100,658550,3885668,2100,25.854,10.5,6.3,141.6104616,,,
VRO,KM1,EMIII-MMIA,14296.8,EMII-III,prepal,68,VKM1,100,661823,3886756,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM1,HEL-RMN,14296.8,ROMAN,greco-rmn,91,VKM1,100,661823,3886756,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM1,LMIIIA-IIIB,14296.8,LMIIIA-IIIB,postpal,35,VKM1,1600,661823,3886756,1600,22.568,8,4.8,123.6077446,,,
VRO,KM1,LMIIIC-GEO,14296.8,LMIIIC-GEO,sub-min,42,VKM1,1600,661823,3886756,1600,22.568,8,4.8,123.6077446,,,
VRO,KM1,EMI-II,14296.8,EMII-III,prepal,100,VKM1,100,661823,3886760,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM1,MMIB-II,14296.8,MMI-II,proto,179,VKM1,8600,661823,3886756,8600,52.321,86,51.6,405.2750933,,,
VRO,KM1,MMIII-LMI,14296.8,MMIII-LMIB,neo,142,VKM1,8600,661823,3886756,8600,52.321,86,51.6,405.2750933,,,
VRO,KM1A,EMI-II,4519.67,EMII-III,prepal,99,VKM1A,100,661642,3887000,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM1A,EMIII-MMIA,4519.67,EMII-III,prepal,67,VKM1A,100,661642,3886997,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM1A,MMIB-II,4519.67,MMI-II,proto,178,VKM1A,5000,661642,3886997,5000,39.894,50,30,309.0193616,,,
VRO,KM2,EMI-II,20154.6,EMII-III,prepal,101,VKM2,100,661482,3886590,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM2,EMIII-MMIA,20154.6,EMII-III,prepal,69,VKM2,100,661482,3886593,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM2,LMIIIA-IIIB,20154.6,LMIIIA-IIIB,postpal,36,VKM2,100,661482,3886593,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM2,HEL-RMN,20154.6,ROMAN,greco-rmn,92,VKM2,100,661482,3886593,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM2,LMIIIC-GEO,20154.6,LMIIIC-GEO,sub-min,43,VKM2,5000,661482,3886593,5000,39.894,50,30,309.0193616,,,
VRO,KM2,MMIII-LMI,20154.6,MMIII-LMIB,neo,143,VKM2,11000,661482,3886593,11000,59.173,110,66,458.3497844,,,
VRO,KM2,MMIB-II,20154.6,MMI-II,proto,180,VKM2,12000,661482,3886593,12000,61.804,120,72,478.7307365,,,
VRO,KM3,EMIII-MMIA,1137.11,EMII-III,prepal,70,VKM3,2300,661087,3886902,2300,27.058,11.5,6.9,148.2004796,,,
VRO,KM3,MMIB-II,1137.11,MMI-II,proto,181,VKM3,2300,661087,3886902,2300,27.058,11.5,6.9,148.2004796,,,
VRO,KM3,MMIII-LMI,1137.11,MMIII-LMIB,neo,144,VKM3,2300,661087,3886902,2300,27.058,11.5,6.9,148.2004796,,,
VRO,KM3,FN,1137.11,FN/EMI,prepal,43,VKM3,100,661087,3886902,100,5.642,0.5,0.3,30.90193616,,,
VRO,KM3,EMI-II,1137.11,FN-EMI/IIA,prepal,82,VKM3,100,661087,3886900,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP1,EMI-II,5456.73,EMII-III,prepal,103,VKP1,3600,658415,3887790,3600,33.851,36,21.6,262.2116233,,,
VRO,KP1,EMIII-MMIA,5456.73,EMII-III,prepal,71,VKP1,3600,658415,3887790,3600,33.851,36,21.6,262.2116233,,,
VRO,KP1,MMIB-II,5456.73,MMI-II,proto,182,VKP1,3600,658415,3887790,3600,33.851,36,21.6,262.2116233,,,
VRO,KP1,MMIII-LMI,5456.73,MMIII-LMIB,neo,145,VKP1,3600,658415,3887790,3600,33.851,36,21.6,262.2116233,,,
VRO,KP10,FN,2092.2,FN/EMI,prepal,44,VKP10,100,658280,3887247,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP10,EMI-II,2092.2,FN-EMI/IIA,prepal,83,VKP10,100,658280,3887250,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP2,EMI-II,6348.11,FN-EMI/IIA,prepal,65,VKP2,100,657896,3887360,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP2,EMIII-MMIA,6348.11,EMII-III,prepal,72,VKP2,6000,657896,3887360,6000,43.702,60,36,338.5137501,,,
VRO,KP2,MMIB-II,6348.11,MMI-II,proto,183,VKP2,6000,657896,3887360,6000,43.702,60,36,338.5137501,,,
VRO,KP3,EMI-II,2023.69,FN-EMI/IIA,prepal,66,VKP3,100,657873,3887450,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP4,EMI-II,501.883,EMII-III,prepal,104,VKP4,5000,657958,3887220,5000,39.894,50,30,309.0193616,,,
VRO,KP4,EMIII-MMIA,501.883,EMII-III,prepal,73,VKP4,5000,657958,3887216,5000,39.894,50,30,309.0193616,,,
VRO,KP4,MMIB-II,501.883,MMI-II,proto,184,VKP4,6000,657958,3887216,6000,43.702,60,36,338.5137501,,,
VRO,KP5,LMIIIC-GEO,2603.3,LMIIIC-GEO,sub-min,44,VKP5,100,657649,3887313,100,5.642,0.5,0.3,30.90193616,,,
VRO,KP5,MMIII-LMI,2603.3,MMIII-LMIB,neo,146,VKP5,2100,657649,3887313,2100,25.854,10.5,6.3,141.6104616,,,
VRO,KP5,LMIIIA-IIIB,2603.3,LMIIIA-IIIB,postpal,37,VKP5,2100,657649,3887313,2100,25.854,10.5,6.3,141.6104616,,,
VRO,KP5A,MMIB-II,2603.3,MMI-II,proto,185,VKP5A,400,657649,3887313,400,11.284,2,1.2,61.80387232,,,
VRO,KP6,LMIIIA-IIIB,3273.59,LMIIIA-IIIB,postpal,38,VKP6,900,658460,3887544,900,16.926,4.5,2.7,92.70580849,,,
VRO,KP6,EMIII-MMIA,3273.59,EMII-III,prepal,74,VKP6,1000,658460,3887544,1000,17.841,5,3,97.72050238,,,
VRO,KP6,LMIIIC-GEO,3273.59,LMIIIC-GEO,sub-min,45,VKP6,9000,658460,3887544,9000,53.524,90,54,414.5929794,,,
VRO,KP6,FN,3273.59,FN-EMIIA,prepal,28,VKP6,5000,658460,3887544,5000,39.894,50,30,309.0193616,,,
VRO,KP6,EMI-II,3273.59,FN-EMI/IIA,prepal,67,VKP6,5000,658460,3887540,5000,39.894,50,30,309.0193616,,,
VRO,KP7,LMIIIC-GEO,1478.53,LMIIIC-GEO,sub-min,46,VKP7,9000,658583,3887374,9000,53.524,90,54,414.5929794,,,
VRO,KP9,LMIIIC-GEO,4884.42,LMIIIC-GEO,sub-min,47,VKP9,100,658253,3887731,100,5.642,0.5,0.3,30.90193616,,,
VRO,KPh1,ORIENT-ARCH,3864.56,ORIENT-ECLA,greek,22,VKPh1,5000,656477,3884154,5000,39.894,50,30,309.0193616,,,
VRO,KPh3,ORIENT-ARCH,4559.23,ORIENT-ECLA,greek,23,VKPh3,3500,657099,3883966,3500,33.378,35,21,258.5441473,,,
VRO,KPh4,ORIENT-ARCH,7983.15,ORIENT-ECLA,greek,24,VKPh4,10000,656779,3884173,10000,56.419,100,60,437.0193722,,,
VRO,KPh5,MMIB-II,934.218,MMI-II,proto,186,VKPh5,600,656837,3884368,600,13.82,3,1.8,75.69397566,,,
VRO,MK1,MMIB-II,3290.87,MMI-II,proto,187,VMK1,1000,657459,3884920,1000,17.841,5,3,97.72050238,,,
VRO,MK1,MMIII-LMI,3290.87,MMIII-LMIB,neo,147,VMK1,1000,657459,3884920,1000,17.841,5,3,97.72050238,,,
VRO,MK1,EMIII-MMIA,3290.87,EMII-III,prepal,75,VMK1,1800,657459,3884920,1800,23.937,9,5.4,131.1058117,,,
VRO,MK1,EMI-II,3290.87,EMII-III,prepal,105,VMK1,1800,657459,3884920,1800,23.937,9,5.4,131.1058117,,,
VRO,MK2,HEL-RMN,1489,ROMAN,greco-rmn,93,VMK2,100,657326,3884662,100,5.642,0.5,0.3,30.90193616,,,
VRO,MK4,HEL-RMN,1828.22,ROMAN,greco-rmn,94,VMK4,100,657674,3884880,100,5.642,0.5,0.3,30.90193616,,,
VRO,NP1,LMIIIA-IIIB,267670,LMIIIA-IIIB,postpal,40,VNP1,100,658323,3888474,100,5.642,0.5,0.3,30.90193616,,,
VRO,NP1,FN,267670,FN-EMIIA,prepal,29,VNP1,100,658323,3888474,100,5.642,0.5,0.3,30.90193616,,,
VRO,NP1,EMI-II,267670,FN-EMI/IIA,prepal,68,VNP1,100,658323,3888470,100,5.642,0.5,0.3,30.90193616,,,
VRO,NP1,ORIENT-ARCH,267670,ORIENT-ARCH,greek,17,VNP1,250000,658323,3888474,250000,282.095,5000,3000,3090.193616,,,
VRO,NP1,HEL-RMN,267670,CLASS-HEL,greco-rmn,133,VNP1,250000,658323,3888474,250000,282.095,5000,3000,3090.193616,,,
VRO,OL10,HEL-RMN,2008.98,ROMAN,greco-rmn,100,VOL10,6300,656423,3883929,6300,44.781,63,37.8,346.8733731,,,
VRO,OL12,MMIII-LMI,2179.57,MMIII-LMIB,neo,149,VOL12,100,657063,3883882,100,5.642,0.5,0.3,30.90193616,,,
VRO,OL12,MMIB-II,2179.57,MMI-II,proto,189,VOL12,2500,657063,3883882,2500,28.209,25,15,218.5096861,,,
VRO,OL13,MMIB-II,25274.5,MMI-II,proto,190,VOL13,400,655931,3883364,400,11.284,2,1.2,61.80387232,,,
VRO,OL14,ORIENT-ARCH,1067.6,ORIENT-ECLA,greek,33,VOL14,1500,655517,3883776,1500,21.851,7.5,4.5,119.6826841,,,
VRO,OL1A,ORIENT-ARCH,4690.67,ORIENT-ECLA,greek,25,VOL1A,9800,655490,3884074,9800,55.852,98,58.8,432.6271063,,,
VRO,OL1B,HEL-RMN,38893,ROMAN,greco-rmn,96,VOL1B,400,656047,3883798,400,11.284,2,1.2,61.80387232,,,
VRO,OL1B,ORIENT-ARCH,38893,ORIENT-ECLA,greek,26,VOL1B,60500,656047,3883798,60500,138.772,1210,726,1520.174258,,,
VRO,OL2,HEL-RMN,9405.89,ROMAN,greco-rmn,97,VOL2,31500,656045,3883344,31500,100.134,472.5,283.5,949.9518553,,,
VRO,OL2,ORIENT-ARCH,9405.89,ORIENT-ECLA,greek,27,VOL2,32000,656045,3883344,32000,100.925,480,288,957.461473,,,
VRO,OL3,ORIENT-ARCH,5327.53,ORIENT-ECLA,greek,28,VOL3,5600,656550,3883727,5600,42.22,56,33.6,327.0353525,,,
VRO,OL3,HEL-RMN,5327.53,ROMAN,greco-rmn,98,VOL3,5600,656550,3883727,5600,42.22,56,33.6,327.0353525,,,
VRO,OL4,ORIENT-ARCH,908.465,ORIENT-ECLA,greek,29,VOL4,900,655357,3883672,900,16.926,4.5,2.7,92.70580849,,,
VRO,OL6,ORIENT-ARCH,1731.81,ORIENT-ECLA,greek,30,VOL6,1200,656724,3883736,1200,19.544,6,3.6,107.047447,,,
VRO,OL6,HEL-RMN,1731.81,ROMAN,greco-rmn,99,VOL6,1200,656724,3883736,1200,19.544,6,3.6,107.047447,,,
VRO,OL7E,ORIENT-ARCH,2833.02,ORIENT-ECLA,greek,31,VOL7E,4000,656532,3883306,4000,35.682,40,24,276.3953196,,,
VRO,OL7W,ORIENT-ARCH,1013.25,ORIENT-ECLA,greek,32,VOL7W,4900,656466,3883405,4900,39.493,49,29.4,305.9135606,,,
VRO,OL8,LMIIIA-IIIB,7285.51,LMIIIA-IIIB,postpal,39,VOL8,100,657069,3883751,100,5.642,0.5,0.3,30.90193616,,,
VRO,OL8,MMIB-II,7285.51,MMI-II,proto,188,VOL8,1800,657069,3883751,1800,23.937,9,5.4,131.1058117,,,
VRO,OL8,MMIII-LMI,7285.51,MMIII-LMIB,neo,148,VOL8,1800,657069,3883751,1800,23.937,9,5.4,131.1058117,,,
VRO,OL8,FN,7285.51,FN-EMIIA,prepal,30,VOL8,1800,657069,3883751,1800,23.937,9,5.4,131.1058117,,,
VRO,OL8,EMI-II,7285.51,FN-EMI/IIA,prepal,69,VOL8,1800,657069,3883750,1800,23.937,9,5.4,131.1058117,,,
VRO,OL8,EMIII-MMIA,7285.51,EMII-III,prepal,76,VOL8,3000,657069,3883751,3000,30.902,30,18,239.3653682,,,
VRO,PhR1,HEL-RMN,5979.56,ROMAN,greco-rmn,102,VPhR1,400,661528,3887414,400,11.284,2,1.2,61.80387232,,,
VRO,PhR1,EMIII-MMIA,5979.56,EMII-III,prepal,77,VPhR1,1200,661528,3887414,1200,19.544,6,3.6,107.047447,,,
VRO,PhR1,MMIB-II,5979.56,MMI-II,proto,191,VPhR1,3000,661528,3887414,3000,30.902,30,18,239.3653682,,,
VRO,PhR1,EMI-II,5979.56,FN-EMI/IIA,prepal,70,VPhR1,3000,661528,3887410,3000,30.902,30,18,239.3653682,,,
VRO,PhR1,FN,1191.77,FN-EMIIA,prepal,31,VPhR1,3000,661546,3887320,3000,30.902,30,18,239.3653682,,,
VRO,PhR2,EMI-II,1309.37,EMII-III,prepal,106,VPhR2,1000,661316,3887260,1000,17.841,5,3,97.72050238,,,
VRO,PhR2,EMIII-MMIA,1309.37,EMII-III,prepal,78,VPhR2,1000,661316,3887257,1000,17.841,5,3,97.72050238,,,
VRO,PhR2,MMIB-II,1309.37,MMI-II,proto,192,VPhR2,1200,661316,3887257,1200,19.544,6,3.6,107.047447,,,
VRO,PhR3,MMIB-II,4125.97,MMI-II,proto,193,VPhR3,3500,661724,3887174,3500,33.378,35,21,258.5441473,,,
VRO,PI1,MMIB-II,5265.24,MMI-II,proto,194,VPI1,1000,655661,3885818,1000,17.841,5,3,97.72050238,,,
VRO,PI1,FN,5265.24,FN-EMIIA,prepal,32,VPI1,1000,655661,3885818,1000,17.841,5,3,97.72050238,,,
VRO,PI1,EMI-II,5265.24,FN-EMI/IIA,prepal,71,VPI1,1000,655661,3885820,1000,17.841,5,3,97.72050238,,,
VRO,PI1,EMIII-MMIA,5265.24,EMII-III,prepal,79,VPI1,3500,655661,3885818,3500,33.378,35,21,258.5441473,,,
VRO,PI2,MMIII-LMI,16566.2,MMIII-LMIB,neo,150,VPI2,16000,655948,3884920,16000,71.365,160,96,552.7906392,,,
VRO,PI2,HEL-RMN,16566.2,ROMAN,greco-rmn,101,VPI2,16000,655948,3884920,16000,71.365,160,96,552.7906392,,,
VRO,PI2,MMIB-II,16566.2,MMI-II,proto,195,VPI2,16800,655948,3884920,16800,73.127,168,100.8,566.4418463,,,
VRO,PI3,MMIII-LMI,1559.5,MMIII-LMIB,neo,151,VPI3,600,654889,3884896,600,13.82,3,1.8,75.69397566,,,
VRO,PI5,MMIB-II,4134.61,MMI-II,proto,196,VPI5,100,655659,3884757,100,5.642,0.5,0.3,30.90193616,,,
VRO,PI5,FN,4134.61,FN/EMI,prepal,45,VPI5,100,655659,3884757,100,5.642,0.5,0.3,30.90193616,,,
VRO,PI5,EMI-II,4134.61,FN-EMI/IIA,prepal,84,VPI5,100,655659,3884760,100,5.642,0.5,0.3,30.90193616,,,
VRO,PI5,MMIII-LMI,4134.61,MMIII-LMIB,neo,152,VPI5,4500,655659,3884757,4500,37.847,45,27,293.1615071,,,
VRO,PI5,LMIIIA-IIIB,4134.61,LMIIIA-IIIB,postpal,41,VPI5,4500,655659,3884757,4500,37.847,45,27,293.1615071,,,
VRO,PI6,MMIB-II,3135.09,MMI-II,proto,197,VPI6,100,655545,3884528,100,5.642,0.5,0.3,30.90193616,,,
VRO,PI6,MMIII-LMI,3135.09,MMIII-LMIB,neo,153,VPI6,800,655545,3884528,800,15.958,4,2.4,87.40387445,,,
VRO,PI6,LMIIIA-IIIB,3135.09,LMIIIA-IIIB,postpal,42,VPI6,800,655545,3884528,800,15.958,4,2.4,87.40387445,,,
VRO,PN1,MMIII-LMI,6038.74,MMIII-LMIB,neo,154,VPN1,100,653789,3884514,100,5.642,0.5,0.3,30.90193616,,,
VRO,PN1,MMIB-II,6038.74,MMI-II,proto,198,VPN1,3500,653789,3884514,3500,33.378,35,21,258.5441473,,,
VRO,PN1,ORIENT-ARCH,6038.74,ORIENT-ECLA,greek,34,VPN1,3500,653789,3884514,3500,33.378,35,21,258.5441473,,,
VRO,PN1,FN,6038.74,FN-EMIIA,prepal,33,VPN1,3500,653789,3884514,3500,33.378,35,21,258.5441473,,,
VRO,PN1,EMI-II,6038.74,FN-EMI/IIA,prepal,72,VPN1,3500,653789,3884510,3500,33.378,35,21,258.5441473,,,
VRO,PN3:1,FN,4329.97,FN-EMIIA,prepal,34,VPN3:1,900,654308,3885549,900,16.926,4.5,2.7,92.70580849,,,
VRO,PN3:1,EMI-II,4329.97,FN-EMI/IIA,prepal,73,VPN3:1,900,654308,3885550,900,16.926,4.5,2.7,92.70580849,,,
VRO,PN3:1,EMIII-MMIA,4329.97,EMII-III,prepal,80,VPN3:1,900,654308,3885549,900,16.926,4.5,2.7,92.70580849,,,
VRO,PN3:1,MMIB-II,4329.97,MMI-II,proto,199,VPN3:1,900,654308,3885549,900,16.926,4.5,2.7,92.70580849,,,
VRO,PN3:1,HEL-RMN,4329.97,ROMAN,greco-rmn,103,VPN3:1,3800,654308,3885549,3800,34.779,38,22.8,269.3968338,,,
VRO,PN3:3,LMIIIC-GEO,1460.69,LMIIIC-GEO,sub-min,48,VPN3:3,100,654388,3885509,100,5.642,0.5,0.3,30.90193616,,,
VRO,PN3:4,MMIII-LMI,2252.82,MMIII-LMIB,neo,155,VPN3:4,900,654473,3885503,900,16.926,4.5,2.7,92.70580849,,,
VRO,PN4,MMIB-II,4521.61,MMI-II,proto,200,VPN4,3800,654154,3884429,3800,34.779,38,22.8,269.3968338,,,
VRO,PP1,LMIIIA-IIIB,20197.2,LMIIIA-IIIB,postpal,43,VPP1,100,657555,3888323,100,5.642,0.5,0.3,30.90193616,,,
VRO,PP1,LMIIIC-GEO,20197.2,LMIIIC-GEO,sub-min,49,VPP1,100,657555,3888323,100,5.642,0.5,0.3,30.90193616,,,
VRO,PP1,ORIENT-ARCH,20197.2,ORIENT-ARCH,greek,18,VPP1,2500,657555,3888323,2500,28.209,25,15,218.5096861,,,
VRO,PP1,HEL-RMN,20197.2,ROMAN,greco-rmn,104,VPP1,7500,657555,3888323,7500,48.86,75,45,378.4698783,,,
VRO,PP1,MMIII-LMI,20197.2,MMIII-LMIB,neo,156,VPP1,22500,657555,3888323,60000,138.1977,1200,720,1513.88,,,
VRO,PP1,EMIII-MMIA,20197.2,EMII-III,prepal,81,VPP1,23000,657555,3888323,23000,85.564,345,207,811.727457,,,
VRO,PP1,MMIB-II,20197.2,MMI-II,proto,201,VPP1,23000,657555,3888323,23000,85.564,345,207,811.727457,,,
VRO,PR1,HEL-RMN,14679.1,ROMAN,greco-rmn,105,VPR1,20000,656470,3887230,20000,79.788,300,180,756.9397566,,,
VRO,PR2,EMIII-MMIA,904.549,EMII-III,prepal,82,VPR2,400,655929,3886894,400,11.284,2,1.2,61.80387232,,,
VRO,PR2,MMIB-II,904.549,MMI-II,proto,202,VPR2,400,655929,3886894,400,11.284,2,1.2,61.80387232,,,
VRO,PR2,FN,904.549,FN-EMIIA,prepal,35,VPR2,400,655929,3886894,400,11.284,2,1.2,61.80387232,,,
VRO,PR2,EMI-II,904.549,FN-EMI/IIA,prepal,74,VPR2,400,655929,3886890,400,11.284,2,1.2,61.80387232,,,
